gadm_id0_1	gadm_id1_1	gadm_id0_2	gadm_id1_2	id_subfield	n
106	1	106	33	128	1
106	1	106	33	18	1
106	1	106	33	28	1
106	1	136	1	15	1
106	1	136	1	22	1
106	1	136	1	28	1
106	1	136	1	9	1
106	1	136	7	14	1
106	1	136	9	13	1
106	1	136	9	2	1
106	1	136	9	86	2
106	1	136	9	9	1
106	1	136	9	90	1
106	1	136	9	92	1
106	1	136	10	86	1
106	1	136	12	13	2
106	1	136	12	14	3
106	1	136	12	15	1
106	1	136	12	153	1
106	1	136	12	156	1
106	1	136	12	158	2
106	1	136	12	159	1
106	1	136	12	28	1
106	1	136	12	40	1
106	1	136	12	83	1
106	1	136	12	93	1
106	1	177	37	3	1
106	1	177	47	18	1
106	1	203	0	145	1
106	1	203	0	90	1
106	1	226	3	3	1
106	1	226	15	108	1
106	1	247	4	3	1
106	2	39	16	90	1
106	2	39	16	96	2
106	2	106	1	148	1
106	2	106	1	152	1
106	2	106	1	169	1
106	2	106	4	152	1
106	2	106	4	169	2
106	2	106	4	173	1
106	2	106	6	162	1
106	2	106	6	26	1
106	2	106	7	148	2
106	2	106	7	151	1
106	2	106	8	105	2
106	2	106	8	116	2
106	2	106	8	121	1
106	2	106	8	127	1
106	2	106	8	141	1
106	2	106	8	144	1
106	2	106	8	145	1
106	2	106	8	147	1
106	2	106	8	148	2
106	2	106	8	152	2
106	2	106	8	159	2
106	2	106	8	169	3
106	2	106	8	3	2
106	2	106	8	69	1
106	2	106	8	83	1
106	2	106	8	87	1
106	2	106	8	90	1
106	2	106	8	92	2
106	2	106	8	96	2
106	2	106	10	107	1
106	2	106	10	116	1
106	2	106	10	121	1
106	2	106	10	128	1
106	2	106	10	145	1
106	2	106	10	146	1
106	2	106	10	169	1
106	2	106	10	174	2
106	2	106	10	27	1
106	2	106	10	90	1
106	2	106	11	123	1
106	2	106	11	139	1
106	2	106	11	151	1
106	2	106	11	159	1
106	2	106	11	162	1
106	2	106	11	18	1
106	2	106	11	26	1
106	2	106	11	89	1
106	2	106	11	90	1
106	2	106	11	96	1
106	2	106	12	107	1
106	2	106	12	108	2
106	2	106	12	124	1
106	2	106	12	127	1
106	2	106	12	128	1
106	2	106	12	148	1
106	2	106	12	173	1
106	2	106	12	3	1
106	2	106	12	37	1
106	2	106	12	90	1
106	2	106	12	96	1
106	2	106	16	121	1
106	2	106	16	5	1
106	2	106	21	1	1
106	2	106	21	108	1
106	2	106	21	137	1
106	2	106	21	139	1
106	2	106	21	159	1
106	2	106	21	92	1
106	2	106	21	96	1
106	2	106	22	149	1
106	2	106	22	18	1
106	2	106	26	121	1
106	2	106	26	127	1
106	2	106	26	139	1
106	2	106	26	141	1
106	2	106	26	145	1
106	2	106	26	162	1
106	2	106	26	26	2
106	2	106	26	96	1
106	2	106	30	156	1
106	2	106	30	87	1
106	2	106	31	121	1
106	2	106	32	107	1
106	2	106	32	162	1
106	2	106	32	83	1
106	2	106	33	151	1
106	2	106	33	87	1
106	2	136	7	108	1
106	2	136	9	3	1
106	2	136	9	96	1
106	2	136	10	3	1
106	2	136	10	96	1
106	2	136	12	90	1
106	2	136	12	96	1
106	2	136	13	3	1
106	2	177	28	83	1
106	2	177	36	3	1
106	2	177	47	3	1
106	2	177	52	83	1
106	2	203	0	105	1
106	2	203	0	108	1
106	2	203	0	116	1
106	2	203	0	90	1
106	2	226	3	105	1
106	2	226	3	116	1
106	2	226	3	136	1
106	2	226	3	7	1
106	2	226	3	83	1
106	2	226	3	90	1
106	2	226	3	96	4
106	2	226	9	90	1
106	2	226	9	96	2
106	2	226	10	108	1
106	2	226	10	96	1
106	2	226	16	108	1
106	2	226	17	108	1
106	2	226	18	108	1
106	2	226	53	108	1
106	2	226	54	108	1
106	2	247	1	96	1
106	2	247	2	96	1
106	2	247	4	116	1
106	3	106	6	169	1
106	3	106	8	14	1
106	3	106	10	169	1
106	3	136	7	150	1
106	3	136	12	1	1
106	3	136	12	14	1
106	3	136	12	150	1
106	3	203	0	69	1
106	4	35	2	145	1
106	4	106	1	140	1
106	4	106	1	152	1
106	4	106	1	169	2
106	4	106	2	152	1
106	4	106	2	169	2
106	4	106	2	173	1
106	4	106	7	3	1
106	4	106	8	100	1
106	4	106	8	107	3
106	4	106	8	109	2
106	4	106	8	121	1
106	4	106	8	124	2
106	4	106	8	127	2
106	4	106	8	128	1
106	4	106	8	141	1
106	4	106	8	152	1
106	4	106	8	155	1
106	4	106	8	16	1
106	4	106	8	169	7
106	4	106	8	17	1
106	4	106	8	172	1
106	4	106	8	175	1
106	4	106	8	176	2
106	4	106	8	84	1
106	4	106	8	89	1
106	4	106	8	90	3
106	4	106	8	95	1
106	4	106	8	96	2
106	4	106	10	107	1
106	4	106	10	124	1
106	4	106	10	13	1
106	4	106	10	14	6
106	4	106	10	150	2
106	4	106	10	154	1
106	4	106	10	155	11
106	4	106	10	156	3
106	4	106	10	157	1
106	4	106	10	159	1
106	4	106	10	16	3
106	4	106	10	160	1
106	4	106	10	162	1
106	4	106	10	169	5
106	4	106	10	172	1
106	4	106	10	173	1
106	4	106	10	174	1
106	4	106	10	175	4
106	4	106	10	21	1
106	4	106	10	22	1
106	4	106	10	27	1
106	4	106	10	3	1
106	4	106	10	32	2
106	4	106	10	90	1
106	4	106	11	113	1
106	4	106	11	124	1
106	4	106	11	153	1
106	4	106	11	155	1
106	4	106	11	33	1
106	4	106	12	145	1
106	4	106	12	146	1
106	4	106	12	159	1
106	4	106	12	169	2
106	4	106	12	173	1
106	4	106	12	61	1
106	4	106	18	155	1
106	4	106	21	107	2
106	4	106	21	96	1
106	4	106	23	113	1
106	4	106	23	127	1
106	4	106	26	100	1
106	4	106	26	107	2
106	4	106	26	109	1
106	4	106	26	124	1
106	4	106	26	127	1
106	4	106	26	146	1
106	4	106	26	96	1
106	4	106	30	107	2
106	4	106	30	127	1
106	4	106	30	96	1
106	4	106	31	14	1
106	4	106	32	127	1
106	4	106	33	148	1
106	4	106	33	174	1
106	4	106	33	27	1
106	4	136	1	14	1
106	4	136	1	155	1
106	4	136	1	21	1
106	4	136	9	15	1
106	4	136	9	169	1
106	4	136	9	37	1
106	4	136	12	15	1
106	4	136	12	154	1
106	4	136	12	156	2
106	4	136	12	157	1
106	4	136	12	16	1
106	4	136	12	175	1
106	4	136	12	176	1
106	4	136	12	4	1
106	4	136	12	96	1
106	4	154	14	15	1
106	4	177	36	150	1
106	4	177	40	1	1
106	4	177	44	113	1
106	4	177	47	150	1
106	4	177	47	154	1
106	4	203	0	122	1
106	4	203	0	14	1
106	4	226	3	141	1
106	4	226	3	154	2
106	4	226	3	7	1
106	4	226	36	176	1
106	4	247	2	1	1
106	4	247	2	176	1
106	5	106	10	149	1
106	5	106	10	159	1
106	5	106	10	169	1
106	5	106	10	89	1
106	5	106	12	169	1
106	5	106	18	153	1
106	5	106	30	149	1
106	5	106	31	150	1
106	5	136	12	15	1
106	5	136	12	154	1
106	6	106	2	162	1
106	6	106	2	26	1
106	6	106	3	169	1
106	6	106	10	169	1
106	6	106	10	18	1
106	6	106	10	96	2
106	6	106	11	147	1
106	6	106	11	162	1
106	6	106	11	26	2
106	6	106	26	13	1
106	6	106	26	162	1
106	6	106	26	26	1
106	6	106	29	96	2
106	6	106	30	96	2
106	6	106	32	162	1
106	6	136	10	147	2
106	6	136	12	147	2
106	6	154	14	147	1
106	6	177	24	147	2
106	6	177	47	147	2
106	6	226	3	147	2
106	7	106	2	148	2
106	7	106	2	151	1
106	7	106	4	3	1
106	7	106	8	145	2
106	7	106	8	148	1
106	7	106	10	145	1
106	7	106	10	147	1
106	7	106	10	151	1
106	7	106	10	3	2
106	7	106	11	151	1
106	7	106	12	71	1
106	7	106	23	151	2
106	7	106	33	151	1
106	7	106	33	2	1
106	7	123	13	83	1
106	7	136	9	83	1
106	7	136	11	83	1
106	7	154	14	83	1
106	7	177	40	83	1
106	7	226	16	83	1
106	8	35	2	107	1
106	8	39	13	113	1
106	8	39	16	102	1
106	8	39	16	127	4
106	8	39	16	145	1
106	8	39	16	71	1
106	8	39	16	83	1
106	8	39	16	90	3
106	8	39	16	93	4
106	8	39	16	96	3
106	8	39	21	83	1
106	8	106	1	127	1
106	8	106	1	141	1
106	8	106	1	152	3
106	8	106	1	169	3
106	8	106	1	176	2
106	8	106	1	18	1
106	8	106	1	3	1
106	8	106	2	105	2
106	8	106	2	116	2
106	8	106	2	121	1
106	8	106	2	127	1
106	8	106	2	141	1
106	8	106	2	144	1
106	8	106	2	145	1
106	8	106	2	147	1
106	8	106	2	148	2
106	8	106	2	152	2
106	8	106	2	159	2
106	8	106	2	169	3
106	8	106	2	3	2
106	8	106	2	69	1
106	8	106	2	83	1
106	8	106	2	87	1
106	8	106	2	90	1
106	8	106	2	92	2
106	8	106	2	96	2
106	8	106	3	14	1
106	8	106	4	100	1
106	8	106	4	107	3
106	8	106	4	109	2
106	8	106	4	121	1
106	8	106	4	124	2
106	8	106	4	127	2
106	8	106	4	128	1
106	8	106	4	141	1
106	8	106	4	152	1
106	8	106	4	155	1
106	8	106	4	16	1
106	8	106	4	169	7
106	8	106	4	17	1
106	8	106	4	172	1
106	8	106	4	175	1
106	8	106	4	176	2
106	8	106	4	84	1
106	8	106	4	89	1
106	8	106	4	90	3
106	8	106	4	95	1
106	8	106	4	96	2
106	8	106	7	145	2
106	8	106	7	148	1
106	8	106	9	127	1
106	8	106	9	2	1
106	8	106	9	90	1
106	8	106	10	1	1
106	8	106	10	100	3
106	8	106	10	102	1
106	8	106	10	105	2
106	8	106	10	107	6
106	8	106	10	108	3
106	8	106	10	109	1
106	8	106	10	11	1
106	8	106	10	111	2
106	8	106	10	113	3
106	8	106	10	114	1
106	8	106	10	116	7
106	8	106	10	12	1
106	8	106	10	122	9
106	8	106	10	123	1
106	8	106	10	124	8
106	8	106	10	126	1
106	8	106	10	127	14
106	8	106	10	128	4
106	8	106	10	13	4
106	8	106	10	139	1
106	8	106	10	14	4
106	8	106	10	140	1
106	8	106	10	142	1
106	8	106	10	145	11
106	8	106	10	147	3
106	8	106	10	148	1
106	8	106	10	149	1
106	8	106	10	15	2
106	8	106	10	150	1
106	8	106	10	151	1
106	8	106	10	152	5
106	8	106	10	153	1
106	8	106	10	155	2
106	8	106	10	156	1
106	8	106	10	158	1
106	8	106	10	159	3
106	8	106	10	16	1
106	8	106	10	160	7
106	8	106	10	161	2
106	8	106	10	162	5
106	8	106	10	163	3
106	8	106	10	164	1
106	8	106	10	169	5
106	8	106	10	171	1
106	8	106	10	172	2
106	8	106	10	175	1
106	8	106	10	176	2
106	8	106	10	18	7
106	8	106	10	2	1
106	8	106	10	22	2
106	8	106	10	25	1
106	8	106	10	26	1
106	8	106	10	27	1
106	8	106	10	3	3
106	8	106	10	37	4
106	8	106	10	4	1
106	8	106	10	42	2
106	8	106	10	48	1
106	8	106	10	5	3
106	8	106	10	58	2
106	8	106	10	62	2
106	8	106	10	69	1
106	8	106	10	7	1
106	8	106	10	71	2
106	8	106	10	75	1
106	8	106	10	83	17
106	8	106	10	84	1
106	8	106	10	89	1
106	8	106	10	90	13
106	8	106	10	93	15
106	8	106	10	95	2
106	8	106	10	96	1
106	8	106	10	97	2
106	8	106	11	105	2
106	8	106	11	107	1
106	8	106	11	113	1
106	8	106	11	115	1
106	8	106	11	124	2
106	8	106	11	126	1
106	8	106	11	127	4
106	8	106	11	139	1
106	8	106	11	14	1
106	8	106	11	141	1
106	8	106	11	152	1
106	8	106	11	164	1
106	8	106	11	176	1
106	8	106	11	37	1
106	8	106	11	5	1
106	8	106	11	74	1
106	8	106	11	83	1
106	8	106	11	90	1
106	8	106	12	102	1
106	8	106	12	105	2
106	8	106	12	107	1
106	8	106	12	11	1
106	8	106	12	111	1
106	8	106	12	115	2
106	8	106	12	116	3
106	8	106	12	128	3
106	8	106	12	132	1
106	8	106	12	141	1
106	8	106	12	145	3
106	8	106	12	155	2
106	8	106	12	160	1
106	8	106	12	169	1
106	8	106	12	18	1
106	8	106	12	27	1
106	8	106	12	74	1
106	8	106	12	83	2
106	8	106	12	90	5
106	8	106	12	93	5
106	8	106	13	122	1
106	8	106	13	162	1
106	8	106	13	22	1
106	8	106	13	5	1
106	8	106	13	83	3
106	8	106	13	88	1
106	8	106	13	93	1
106	8	106	14	105	4
106	8	106	14	122	1
106	8	106	14	155	1
106	8	106	15	145	1
106	8	106	15	151	1
106	8	106	15	83	2
106	8	106	16	108	1
106	8	106	16	145	1
106	8	106	16	148	1
106	8	106	16	150	1
106	8	106	16	5	1
106	8	106	16	83	2
106	8	106	17	141	1
106	8	106	18	121	1
106	8	106	18	155	1
106	8	106	18	83	1
106	8	106	20	153	1
106	8	106	20	162	1
106	8	106	21	100	1
106	8	106	21	107	2
106	8	106	21	108	1
106	8	106	21	127	4
106	8	106	21	128	1
106	8	106	21	141	1
106	8	106	21	145	1
106	8	106	21	159	2
106	8	106	21	90	1
106	8	106	21	92	1
106	8	106	21	96	4
106	8	106	22	127	4
106	8	106	22	48	1
106	8	106	22	90	1
106	8	106	22	93	5
106	8	106	22	96	1
106	8	106	23	107	1
106	8	106	23	108	1
106	8	106	23	111	1
106	8	106	23	124	1
106	8	106	23	127	10
106	8	106	23	163	1
106	8	106	23	83	2
106	8	106	23	90	3
106	8	106	23	92	1
106	8	106	23	96	1
106	8	106	24	10	1
106	8	106	24	100	1
106	8	106	24	104	1
106	8	106	24	145	1
106	8	106	26	100	4
106	8	106	26	105	3
106	8	106	26	107	3
106	8	106	26	109	1
106	8	106	26	113	2
106	8	106	26	114	1
106	8	106	26	124	1
106	8	106	26	127	6
106	8	106	26	137	1
106	8	106	26	141	1
106	8	106	26	145	1
106	8	106	26	162	1
106	8	106	26	3	1
106	8	106	26	83	4
106	8	106	26	90	2
106	8	106	26	92	3
106	8	106	26	93	5
106	8	106	26	96	1
106	8	106	27	145	2
106	8	106	27	92	1
106	8	106	28	102	1
106	8	106	28	162	1
106	8	106	28	3	1
106	8	106	28	93	1
106	8	106	29	100	1
106	8	106	29	105	1
106	8	106	29	145	1
106	8	106	29	148	1
106	8	106	29	95	1
106	8	106	30	105	1
106	8	106	30	107	3
106	8	106	30	118	1
106	8	106	30	127	1
106	8	106	30	128	1
106	8	106	30	160	1
106	8	106	30	87	1
106	8	106	30	90	1
106	8	106	30	93	1
106	8	106	31	1	1
106	8	106	31	111	1
106	8	106	31	127	2
106	8	106	31	83	1
106	8	106	31	89	1
106	8	106	32	100	3
106	8	106	32	105	1
106	8	106	32	115	1
106	8	106	32	124	2
106	8	106	32	127	1
106	8	106	32	128	2
106	8	106	32	129	1
106	8	106	32	145	3
106	8	106	32	151	1
106	8	106	32	2	1
106	8	106	32	83	4
106	8	106	33	100	1
106	8	106	33	105	1
106	8	106	33	108	1
106	8	106	33	111	1
106	8	106	33	116	4
106	8	106	33	122	4
106	8	106	33	124	1
106	8	106	33	127	7
106	8	106	33	128	2
106	8	106	33	139	1
106	8	106	33	141	1
106	8	106	33	145	2
106	8	106	33	153	1
106	8	106	33	159	1
106	8	106	33	160	4
106	8	106	33	162	1
106	8	106	33	18	3
106	8	106	33	21	1
106	8	106	33	42	1
106	8	106	33	43	2
106	8	106	33	7	2
106	8	106	33	76	1
106	8	106	33	83	5
106	8	106	33	87	1
106	8	106	33	89	1
106	8	106	33	90	2
106	8	106	33	93	2
106	8	106	33	96	1
106	8	123	13	102	1
106	8	123	13	108	1
106	8	123	13	115	1
106	8	123	13	127	1
106	8	123	13	145	1
106	8	123	13	83	1
106	8	123	13	93	2
106	8	136	1	103	1
106	8	136	1	154	1
106	8	136	1	159	3
106	8	136	1	25	2
106	8	136	2	96	1
106	8	136	3	96	1
106	8	136	4	122	1
106	8	136	4	156	1
106	8	136	6	152	1
106	8	136	6	155	1
106	8	136	7	83	2
106	8	136	7	96	1
106	8	136	9	108	1
106	8	136	9	139	1
106	8	136	9	151	1
106	8	136	9	158	1
106	8	136	9	25	1
106	8	136	9	3	2
106	8	136	9	42	1
106	8	136	9	83	1
106	8	136	9	90	1
106	8	136	9	96	2
106	8	136	10	108	3
106	8	136	10	127	1
106	8	136	10	145	1
106	8	136	10	74	1
106	8	136	10	83	2
106	8	136	10	96	2
106	8	136	11	100	1
106	8	136	11	116	4
106	8	136	11	145	1
106	8	136	12	100	8
106	8	136	12	101	1
106	8	136	12	103	1
106	8	136	12	105	2
106	8	136	12	107	8
106	8	136	12	108	1
106	8	136	12	109	2
106	8	136	12	113	2
106	8	136	12	115	2
106	8	136	12	116	8
106	8	136	12	119	1
106	8	136	12	122	1
106	8	136	12	124	2
106	8	136	12	127	2
106	8	136	12	128	1
106	8	136	12	13	1
106	8	136	12	136	1
106	8	136	12	14	1
106	8	136	12	141	1
106	8	136	12	145	4
106	8	136	12	150	1
106	8	136	12	151	1
106	8	136	12	152	1
106	8	136	12	154	1
106	8	136	12	155	2
106	8	136	12	156	1
106	8	136	12	158	1
106	8	136	12	160	2
106	8	136	12	162	2
106	8	136	12	164	1
106	8	136	12	169	1
106	8	136	12	24	1
106	8	136	12	25	1
106	8	136	12	27	2
106	8	136	12	37	1
106	8	136	12	4	1
106	8	136	12	57	1
106	8	136	12	71	2
106	8	136	12	76	1
106	8	136	12	83	6
106	8	136	12	90	6
106	8	136	12	92	1
106	8	136	12	99	2
106	8	154	8	83	1
106	8	154	8	96	1
106	8	154	14	115	1
106	8	154	14	127	1
106	8	154	14	129	1
106	8	154	14	141	1
106	8	154	14	7	1
106	8	177	5	160	1
106	8	177	13	100	1
106	8	177	16	160	1
106	8	177	17	145	1
106	8	177	25	107	2
106	8	177	25	108	1
106	8	177	28	90	1
106	8	177	28	92	1
106	8	177	36	105	1
106	8	177	36	148	1
106	8	177	37	3	1
