gadm_id0_1	gadm_id1_1	gadm_id0_2	gadm_id1_2	n
136	12	247	3	1
136	12	247	4	15
136	12	247	5	2
136	12	247	6	3
136	12	247	8	3
136	13	35	2	2
136	13	106	2	1
136	13	106	10	4
136	13	106	11	1
136	13	106	33	2
136	13	136	1	22
136	13	136	2	12
136	13	136	3	6
136	13	136	4	2
136	13	136	5	7
136	13	136	6	10
136	13	136	7	6
136	13	136	8	3
136	13	136	9	35
136	13	136	10	3
136	13	136	11	1
136	13	136	12	199
136	13	177	47	2
136	13	203	0	8
136	13	226	3	3
136	13	226	16	1
136	13	226	65	1
136	13	247	1	1
136	13	247	2	1
154	1	39	16	1
154	1	154	2	1
154	1	154	8	3
154	1	154	14	2
154	1	226	3	2
154	1	226	65	2
154	2	154	1	1
154	2	154	8	1
154	2	154	9	2
154	2	154	14	4
154	2	226	3	1
154	4	154	8	1
154	4	226	70	1
154	7	136	6	1
154	7	154	8	1
154	7	154	14	2
154	7	226	3	1
154	7	226	18	1
154	8	39	16	2
154	8	106	8	2
154	8	106	10	1
154	8	106	30	1
154	8	123	13	3
154	8	136	12	2
154	8	154	1	3
154	8	154	2	1
154	8	154	4	1
154	8	154	7	1
154	8	154	10	1
154	8	154	14	17
154	8	177	24	1
154	8	177	40	2
154	8	177	47	1
154	8	177	82	1
154	8	203	0	1
154	8	226	3	7
154	8	226	9	1
154	8	226	16	1
154	8	226	26	5
154	8	226	35	3
154	8	226	36	1
154	8	226	65	2
154	8	226	77	1
154	8	247	2	3
154	9	136	12	1
154	9	154	2	2
154	9	154	14	3
154	9	226	65	1
154	9	247	6	1
154	10	154	8	1
154	10	154	14	1
154	11	106	12	1
154	11	154	14	3
154	11	177	40	1
154	11	226	3	1
154	11	226	23	1
154	14	39	16	6
154	14	106	4	1
154	14	106	6	1
154	14	106	7	1
154	14	106	8	5
154	14	106	10	2
154	14	106	11	1
154	14	106	12	3
154	14	106	29	1
154	14	106	33	2
154	14	123	12	1
154	14	123	13	8
154	14	136	4	1
154	14	136	9	3
154	14	136	10	1
154	14	136	11	2
154	14	136	12	10
154	14	154	1	2
154	14	154	2	4
154	14	154	7	2
154	14	154	8	17
154	14	154	9	3
154	14	154	10	1
154	14	154	11	3
154	14	177	24	1
154	14	177	25	2
154	14	177	40	2
154	14	177	47	7
154	14	177	81	1
154	14	203	0	10
154	14	226	3	38
154	14	226	9	2
154	14	226	16	2
154	14	226	26	2
154	14	226	35	3
154	14	226	36	1
154	14	226	45	1
154	14	226	46	1
154	14	226	51	1
154	14	226	62	1
154	14	226	65	1
154	14	226	68	1
154	14	226	70	1
154	14	247	1	1
154	14	247	2	12
154	14	247	4	5
154	14	247	6	1
177	2	177	18	1
177	2	177	28	2
177	2	177	29	1
177	2	177	40	1
177	2	177	41	5
177	2	177	47	5
177	2	177	52	1
177	2	177	77	1
177	4	177	12	1
177	4	177	36	1
177	4	177	40	1
177	4	226	3	1
177	5	106	8	1
177	5	136	12	1
177	5	177	16	1
177	5	177	20	1
177	5	177	40	1
177	5	177	43	1
177	5	177	47	8
177	5	177	53	1
177	5	177	60	1
177	5	203	0	1
177	8	177	14	1
177	8	177	25	1
177	8	177	47	2
177	8	177	79	1
177	8	226	48	1
177	9	177	36	1
177	9	177	43	1
177	9	177	44	1
177	9	177	47	2
177	9	177	59	1
177	10	177	47	1
177	12	177	4	1
177	12	177	24	2
177	12	177	36	1
177	12	177	40	3
177	12	177	46	1
177	12	177	47	3
177	12	177	64	1
177	12	177	82	1
177	12	226	3	1
177	13	106	8	1
177	13	136	9	1
177	13	136	12	1
177	13	177	24	1
177	13	177	25	1
177	13	177	28	2
177	13	177	36	2
177	13	177	40	4
177	13	177	43	1
177	13	177	46	2
177	13	177	47	7
177	13	177	50	1
177	13	177	51	1
177	13	177	60	1
177	13	203	0	1
177	13	226	3	2
177	13	226	9	1
177	13	226	12	1
177	13	226	16	1
177	13	226	36	1
177	13	247	2	1
177	14	177	8	1
177	14	177	25	2
177	14	177	40	1
177	14	177	47	3
177	14	177	79	1
177	15	177	25	2
177	15	177	40	1
177	15	177	43	2
177	15	177	46	2
177	15	177	51	1
177	15	177	59	1
177	15	247	2	1
177	16	106	8	1
177	16	136	12	1
177	16	177	5	1
177	16	177	41	1
177	16	177	43	1
177	16	177	47	1
177	16	177	53	1
177	16	226	3	1
177	17	106	8	1
177	17	106	10	1
177	17	106	26	1
177	17	136	9	1
177	17	136	10	1
177	17	136	12	2
177	17	177	24	1
177	17	177	28	1
177	17	177	40	7
177	17	177	47	13
177	17	177	49	1
177	17	177	77	1
177	17	177	81	1
177	17	177	82	2
177	17	203	0	2
177	17	226	16	1
177	17	226	36	1
177	17	226	65	1
177	18	136	9	1
177	18	177	2	1
177	18	177	28	1
177	18	177	29	1
177	18	177	34	1
177	18	177	40	2
177	18	177	47	4
177	18	177	55	1
177	18	177	59	1
177	20	177	5	1
177	20	177	40	1
177	24	106	6	2
177	24	106	11	2
177	24	106	18	1
177	24	136	10	3
177	24	136	12	7
177	24	154	8	1
177	24	154	14	1
177	24	177	12	2
177	24	177	13	1
177	24	177	17	1
177	24	177	40	1
177	24	177	46	1
177	24	177	47	22
177	24	177	51	2
177	24	177	64	1
177	24	177	71	1
177	24	203	0	1
177	24	226	3	6
177	24	226	65	2
177	25	39	16	1
177	25	106	8	3
177	25	106	10	2
177	25	106	29	1
177	25	136	9	3
177	25	136	12	6
177	25	154	14	2
177	25	177	8	1
177	25	177	13	1
177	25	177	14	2
177	25	177	15	2
177	25	177	27	1
177	25	177	28	3
177	25	177	36	3
177	25	177	40	7
177	25	177	43	4
177	25	177	46	9
177	25	177	47	32
177	25	177	49	2
177	25	177	51	3
177	25	177	52	7
177	25	177	54	1
177	25	177	79	1
177	25	177	81	2
177	25	177	82	3
177	25	203	0	8
177	25	226	3	11
177	25	226	9	2
177	25	226	11	1
177	25	226	36	2
177	25	226	65	1
177	25	247	2	1
177	25	247	4	1
177	27	177	25	1
177	27	177	28	2
177	27	177	40	1
177	27	177	47	4
177	27	177	51	1
177	27	177	71	1
177	27	177	82	1
177	27	226	3	1
177	28	39	16	3
177	28	106	2	1
177	28	106	8	2
177	28	106	10	3
177	28	106	32	1
177	28	136	9	1
177	28	136	12	4
177	28	177	2	2
177	28	177	13	2
177	28	177	17	1
177	28	177	18	1
177	28	177	25	3
177	28	177	27	2
177	28	177	29	1
177	28	177	36	2
177	28	177	40	8
177	28	177	41	3
177	28	177	42	2
177	28	177	43	2
177	28	177	46	1
177	28	177	47	32
177	28	177	48	1
177	28	177	51	3
177	28	177	52	2
177	28	177	55	1
177	28	177	71	5
177	28	177	81	2
177	28	203	0	6
177	28	226	3	9
177	28	226	9	4
177	28	226	26	1
177	28	226	35	1
177	28	226	36	2
177	28	247	1	1
177	28	247	2	1
177	28	247	4	2
177	29	177	2	1
177	29	177	18	1
177	29	177	28	1
177	29	177	40	1
177	29	177	47	1
177	29	177	74	1
177	32	177	47	1
177	32	177	61	1
177	34	177	18	1
177	34	177	40	2
177	34	177	47	1
177	34	247	4	1
177	35	177	40	3
177	35	177	47	1
177	35	177	55	1
177	36	39	16	1
177	36	106	2	1
177	36	106	4	1
177	36	106	8	2
177	36	106	21	1
177	36	136	9	2
177	36	136	10	2
177	36	136	12	1
177	36	177	4	1
177	36	177	9	1
177	36	177	12	1
177	36	177	13	2
177	36	177	25	3
177	36	177	28	2
177	36	177	38	1
177	36	177	40	6
177	36	177	43	2
177	36	177	47	23
177	36	177	48	2
177	36	177	49	1
177	36	177	51	1
177	36	177	52	1
177	36	177	54	1
177	36	177	55	2
177	36	177	71	1
177	36	177	75	1
177	36	177	81	2
177	36	226	3	6
177	36	226	35	2
177	36	226	65	1
177	36	247	1	1
177	36	247	2	1
177	37	106	1	1
177	37	106	8	1
177	37	106	12	1
177	37	136	12	1
177	37	177	47	1
177	38	177	36	1
177	38	177	47	1
177	39	106	8	2
177	40	106	4	1
177	40	106	7	1
177	40	106	8	7
177	40	106	10	6
177	40	106	11	1
177	40	106	12	3
177	40	106	18	1
177	40	106	22	1
177	40	106	26	1
177	40	106	27	1
177	40	106	30	1
177	40	123	13	2
177	40	136	2	1
177	40	136	4	1
177	40	136	9	2
177	40	136	11	2
177	40	136	12	5
177	40	154	8	2
177	40	154	11	1
177	40	154	14	2
177	40	177	2	1
177	40	177	4	1
177	40	177	5	1
177	40	177	12	3
177	40	177	13	4
177	40	177	14	1
177	40	177	15	1
177	40	177	17	7
177	40	177	18	2
177	40	177	20	1
177	40	177	24	1
177	40	177	25	7
177	40	177	27	1
177	40	177	28	8
177	40	177	29	1
177	40	177	34	2
177	40	177	35	3
177	40	177	36	6
177	40	177	41	2
177	40	177	43	12
177	40	177	44	4
177	40	177	46	15
177	40	177	47	89
177	40	177	51	9
177	40	177	54	2
177	40	177	55	11
177	40	177	57	1
177	40	177	59	1
177	40	177	60	1
177	40	177	62	2
177	40	177	64	2
177	40	177	71	2
177	40	177	75	1
177	40	177	77	2
177	40	177	81	3
177	40	177	82	8
177	40	203	0	5
177	40	226	3	10
177	40	226	9	3
177	40	226	16	1
177	40	226	26	1
177	40	226	36	4
177	40	226	41	1
177	40	226	44	1
177	40	226	65	1
177	40	226	73	2
177	40	247	1	4
177	40	247	2	6
177	40	247	3	1
177	40	247	4	2
177	40	247	5	1
177	40	247	6	1
177	41	177	2	5
177	41	177	16	1
177	41	177	28	3
177	41	177	40	2
177	41	177	42	3
177	41	177	47	3
177	41	177	48	2
177	41	177	49	4
177	41	177	68	1
177	41	247	4	1
177	42	177	28	2
177	42	177	41	3
177	42	177	46	1
177	42	177	47	1
177	42	177	48	1
177	42	177	82	1
177	43	39	16	1
177	43	106	8	1
177	43	136	9	1
177	43	136	12	1
177	43	177	5	1
177	43	177	9	1
177	43	177	13	1
177	43	177	15	2
177	43	177	16	1
177	43	177	25	4
177	43	177	28	2
177	43	177	36	2
177	43	177	40	12
177	43	177	44	1
177	43	177	47	14
177	43	177	53	1
177	43	177	59	1
177	43	177	81	2
177	43	226	3	1
177	43	247	1	2
177	43	247	4	1
177	43	247	6	1
177	44	106	4	1
177	44	106	11	2
177	44	106	23	1
177	44	177	9	1
177	44	177	40	4
177	44	177	43	1
177	44	177	53	1
177	46	106	8	1
177	46	106	12	1
177	46	136	11	1
177	46	136	12	2
177	46	177	12	1
177	46	177	13	2
177	46	177	15	2
177	46	177	24	1
177	46	177	25	9
177	46	177	28	1
177	46	177	40	15
177	46	177	42	1
177	46	177	47	16
177	46	177	50	1
177	46	177	52	8
177	46	177	54	2
177	46	177	62	1
177	46	177	75	1
177	46	177	82	2
177	46	203	0	1
177	46	226	3	1
177	46	247	1	1
177	46	247	2	1
177	47	35	2	2
177	47	39	16	26
177	47	39	21	1
177	47	106	1	1
177	47	106	2	1
177	47	106	4	2
177	47	106	6	2
177	47	106	8	86
177	47	106	10	37
177	47	106	11	5
177	47	106	12	13
177	47	106	18	1
177	47	106	22	1
177	47	106	26	2
177	47	106	30	1
177	47	106	33	8
177	47	123	8	1
177	47	123	13	10
177	47	136	2	1
177	47	136	3	1
177	47	136	4	1
177	47	136	5	1
177	47	136	6	1
177	47	136	7	2
177	47	136	9	11
177	47	136	10	8
177	47	136	11	7
177	47	136	12	105
177	47	136	13	2
177	47	154	8	1
177	47	154	14	7
177	47	177	2	5
177	47	177	5	8
177	47	177	8	2
177	47	177	9	2
177	47	177	10	1
177	47	177	12	3
177	47	177	13	7
177	47	177	14	3
177	47	177	16	1
177	47	177	17	13
177	47	177	18	4
177	47	177	24	22
177	47	177	25	32
177	47	177	27	4
177	47	177	28	32
177	47	177	29	1
177	47	177	32	1
177	47	177	34	1
177	47	177	35	1
177	47	177	36	23
177	47	177	37	1
177	47	177	38	1
177	47	177	40	89
177	47	177	41	3
177	47	177	42	1
177	47	177	43	14
177	47	177	46	16
177	47	177	48	1
177	47	177	49	9
177	47	177	51	3
177	47	177	52	6
177	47	177	53	1
177	47	177	54	1
177	47	177	55	11
177	47	177	57	1
177	47	177	59	6
177	47	177	60	6
177	47	177	61	3
177	47	177	62	5
177	47	177	64	1
177	47	177	70	2
177	47	177	71	4
177	47	177	72	2
177	47	177	75	3
177	47	177	77	5
177	47	177	78	1
177	47	177	79	2
177	47	177	80	3
177	47	177	81	8
177	47	177	82	5
177	47	203	0	127
177	47	226	3	140
177	47	226	9	11
177	47	226	10	1
177	47	226	12	1
177	47	226	16	10
177	47	226	18	1
177	47	226	26	7
177	47	226	28	1
177	47	226	30	1
177	47	226	35	8
177	47	226	36	7
177	47	226	48	1
177	47	226	65	15
177	47	226	73	1
177	47	247	1	10
177	47	247	2	42
177	47	247	4	14
177	47	247	6	1
177	47	247	8	2
177	48	177	28	1
177	48	177	36	2
177	48	177	41	2
177	48	177	42	1
177	48	177	47	1
177	49	177	17	1
177	49	177	25	2
177	49	177	36	1
177	49	177	41	4
177	49	177	47	9
177	49	177	81	1
177	49	177	82	1
177	50	177	13	1
177	50	177	46	1
177	51	106	8	2
177	51	106	10	1
177	51	136	1	3
177	51	136	6	1
177	51	136	12	2
177	51	177	13	1
177	51	177	15	1
177	51	177	24	2
177	51	177	25	3
177	51	177	27	1
177	51	177	28	3
177	51	177	36	1
177	51	177	40	9
177	51	177	47	3
177	51	177	71	1
177	51	177	80	1
177	51	203	0	2
177	51	247	2	1
177	52	39	21	1
177	52	106	2	1
177	52	106	8	1
177	52	106	32	1
177	52	136	9	1
177	52	136	12	1
177	52	177	2	1
177	52	177	25	7
177	52	177	28	2
177	52	177	36	1
177	52	177	46	8
177	52	177	47	6
177	52	177	59	1
177	52	177	81	1
177	52	177	82	1
177	53	106	8	1
177	53	136	12	1
177	53	177	5	1
177	53	177	16	1
177	53	177	43	1
177	53	177	44	1
177	53	177	47	1
177	54	177	25	1
177	54	177	36	1
177	54	177	40	2
177	54	177	46	2
177	54	177	47	1
177	55	39	16	1
177	55	106	10	1
177	55	177	18	1
177	55	177	28	1
177	55	177	35	1
177	55	177	36	2
177	55	177	40	11
177	55	177	47	11
177	55	177	58	1
177	55	177	64	1
177	55	177	81	2
177	55	177	82	1
177	55	226	3	1
177	55	247	1	1
177	55	247	2	2
177	57	177	40	1
177	57	177	47	1
177	57	177	77	1
177	57	226	3	1
177	58	177	55	1
177	58	177	64	1
177	59	106	8	1
177	59	136	11	1
177	59	136	12	1
177	59	177	9	1
177	59	177	15	1
177	59	177	18	1
177	59	177	40	1
177	59	177	43	1
177	59	177	47	6
177	59	177	52	1
177	59	203	0	1
177	60	177	5	1
177	60	177	13	1
177	60	177	40	1
177	60	177	47	6
177	61	177	32	1
177	61	177	47	3
177	62	136	12	1
177	62	177	40	2
177	62	177	46	1
177	62	177	47	5
177	62	177	70	1
177	62	226	3	2
177	62	226	9	1
177	64	177	12	1
177	64	177	24	1
177	64	177	40	2
177	64	177	47	1
177	64	177	55	1
177	64	177	58	1
177	68	177	41	1
177	70	136	12	1
177	70	177	47	2
177	70	177	62	1
177	70	226	3	1
177	71	177	24	1
177	71	177	27	1
177	71	177	28	5
177	71	177	36	1
177	71	177	40	2
177	71	177	47	4
177	71	177	51	1
177	71	226	3	1
177	72	177	47	2
177	72	203	0	2
177	72	226	9	2
177	72	247	2	1
177	74	177	29	1
177	75	177	36	1
177	75	177	40	1
177	75	177	46	1
177	75	177	47	3
177	75	226	3	1
177	77	177	2	1
177	77	177	17	1
177	77	177	40	2
177	77	177	47	5
177	77	177	57	1
177	78	177	47	1
177	79	177	8	1
177	79	177	14	1
177	79	177	25	1
177	79	177	47	2
177	80	106	12	1
177	80	177	47	3
177	80	177	51	1
177	81	106	8	1
177	81	154	14	1
177	81	177	17	1
177	81	177	25	2
177	81	177	28	2
177	81	177	36	2
177	81	177	40	3
177	81	177	43	2
177	81	177	47	8
177	81	177	49	1
177	81	177	52	1
177	81	177	55	2
177	81	177	82	1
177	81	247	1	1
177	81	247	2	1
177	82	106	8	1
177	82	106	10	1
177	82	136	9	1
177	82	136	12	3
177	82	154	8	1
177	82	177	12	1
177	82	177	17	2
177	82	177	25	3
177	82	177	27	1
177	82	177	40	8
177	82	177	42	1
177	82	177	46	2
177	82	177	47	5
177	82	177	49	1
177	82	177	52	1
177	82	177	55	1
177	82	177	81	1
177	82	203	0	2
177	82	226	3	1
177	82	226	36	1
177	82	226	65	1
203	0	35	2	22
203	0	39	3	1
203	0	39	16	13
203	0	106	1	2
203	0	106	2	4
203	0	106	3	1
203	0	106	4	2
203	0	106	8	72
203	0	106	9	1
203	0	106	10	41
203	0	106	11	4
203	0	106	12	10
203	0	106	17	1
203	0	106	18	2
203	0	106	21	5
203	0	106	22	2
203	0	106	26	1
203	0	106	27	1
203	0	106	29	1
203	0	106	32	2
203	0	106	33	13
203	0	123	8	1
203	0	123	13	5
203	0	136	1	18
203	0	136	2	4
203	0	136	3	1
203	0	136	4	3
203	0	136	5	8
203	0	136	6	11
203	0	136	7	10
203	0	136	9	25
203	0	136	10	9
203	0	136	11	8
203	0	136	12	366
203	0	136	13	8
203	0	154	8	1
203	0	154	14	10
203	0	177	5	1
203	0	177	13	1
203	0	177	17	2
203	0	177	24	1
203	0	177	25	8
203	0	177	28	6
203	0	177	40	5
203	0	177	46	1
203	0	177	47	127
203	0	177	51	2
203	0	177	59	1
203	0	177	72	2
203	0	177	82	2
203	0	226	3	175
203	0	226	5	1
203	0	226	9	23
203	0	226	10	2
203	0	226	11	2
203	0	226	15	1
203	0	226	16	13
203	0	226	17	1
203	0	226	18	1
203	0	226	20	1
203	0	226	25	2
203	0	226	26	9
203	0	226	28	2
203	0	226	30	1
203	0	226	35	4
203	0	226	36	18
203	0	226	37	1
203	0	226	43	1
203	0	226	45	2
203	0	226	51	1
203	0	226	53	1
203	0	226	54	1
203	0	226	65	24
203	0	226	70	8
203	0	226	71	1
203	0	226	73	1
203	0	226	74	1
203	0	247	1	10
203	0	247	2	27
203	0	247	3	1
203	0	247	4	35
203	0	247	5	2
203	0	247	6	4
226	1	226	23	1
226	2	226	3	1
226	2	226	11	1
226	2	226	36	1
226	3	35	1	2
226	3	35	2	5
226	3	39	2	1
226	3	39	13	1
226	3	39	16	70
226	3	39	21	2
226	3	106	1	1
226	3	106	2	10
226	3	106	4	4
226	3	106	6	2
226	3	106	8	114
226	3	106	10	39
226	3	106	11	4
226	3	106	12	19
226	3	106	18	1
226	3	106	21	9
226	3	106	22	1
226	3	106	23	2
226	3	106	24	2
226	3	106	26	5
226	3	106	29	3
226	3	106	30	1
226	3	106	32	2
226	3	106	33	1
226	3	123	6	1
226	3	123	8	1
226	3	123	11	1
226	3	123	12	4
226	3	123	13	52
226	3	136	1	34
226	3	136	2	3
226	3	136	3	2
226	3	136	5	2
226	3	136	7	7
226	3	136	9	29
226	3	136	10	13
226	3	136	11	11
226	3	136	12	218
226	3	136	13	3
226	3	154	1	2
226	3	154	2	1
226	3	154	7	1
226	3	154	8	7
226	3	154	11	1
226	3	154	14	38
226	3	177	4	1
226	3	177	12	1
226	3	177	13	2
226	3	177	16	1
226	3	177	24	6
226	3	177	25	11
226	3	177	27	1
226	3	177	28	9
226	3	177	36	6
226	3	177	40	10
226	3	177	43	1
226	3	177	46	1
226	3	177	47	140
226	3	177	55	1
226	3	177	57	1
226	3	177	62	2
226	3	177	70	1
226	3	177	71	1
226	3	177	75	1
226	3	177	82	1
226	3	203	0	175
226	3	226	2	1
226	3	226	4	5
226	3	226	5	27
226	3	226	6	3
226	3	226	7	4
226	3	226	8	22
226	3	226	9	418
226	3	226	10	27
226	3	226	11	172
226	3	226	12	16
226	3	226	13	5
226	3	226	14	2
226	3	226	15	30
226	3	226	16	397
226	3	226	17	1
226	3	226	18	27
226	3	226	19	6
226	3	226	20	7
226	3	226	21	21
226	3	226	23	63
226	3	226	25	34
226	3	226	26	565
226	3	226	27	3
226	3	226	28	108
226	3	226	29	11
226	3	226	30	34
226	3	226	31	9
226	3	226	32	5
226	3	226	34	2
226	3	226	35	339
226	3	226	36	802
226	3	226	37	11
226	3	226	38	3
226	3	226	40	14
226	3	226	41	30
226	3	226	42	7
226	3	226	43	15
226	3	226	44	1
226	3	226	45	134
226	3	226	46	26
226	3	226	47	6
226	3	226	48	16
226	3	226	49	3
226	3	226	50	10
226	3	226	51	7
226	3	226	52	15
226	3	226	53	24
226	3	226	54	6
226	3	226	55	5
226	3	226	56	16
226	3	226	57	30
226	3	226	58	3
226	3	226	59	1
226	3	226	60	8
226	3	226	61	1
226	3	226	62	4
226	3	226	63	3
226	3	226	65	284
226	3	226	66	4
226	3	226	67	3
226	3	226	68	15
226	3	226	69	16
226	3	226	70	54
226	3	226	71	8
226	3	226	72	5
226	3	226	73	78
226	3	226	74	17
226	3	226	76	7
226	3	226	77	5
226	3	247	1	20
226	3	247	2	70
226	3	247	4	50
226	3	247	5	2
226	3	247	6	3
226	3	247	8	1
226	4	226	3	5
226	4	226	9	1
226	4	226	13	1
226	4	226	16	8
226	4	226	28	1
226	4	226	37	2
226	4	226	52	1
226	4	226	69	2
226	4	226	73	1
226	4	226	74	2
226	5	203	0	1
226	5	226	3	27
226	5	226	8	2
226	5	226	9	2
226	5	226	10	1
226	5	226	11	2
226	5	226	15	1
226	5	226	16	1
226	5	226	18	1
226	5	226	19	1
226	5	226	21	3
226	5	226	23	1
226	5	226	26	4
226	5	226	28	5
226	5	226	34	2
226	5	226	36	2
226	5	226	41	2
226	5	226	42	3
226	5	226	45	3
226	5	226	52	1
226	5	226	53	1
226	5	226	56	1
226	5	226	57	1
226	5	226	65	2
226	6	226	3	3
226	7	226	3	4
226	7	226	11	1
226	7	226	16	3
226	7	226	69	1
226	8	226	3	22
226	8	226	5	2
226	8	226	9	8
226	8	226	10	2
226	8	226	11	7
226	8	226	15	1
226	8	226	16	1
226	8	226	18	1
226	8	226	19	1
226	8	226	23	1
226	8	226	26	4
226	8	226	28	1
226	8	226	34	1
226	8	226	35	1
226	8	226	36	11
226	8	226	41	5
226	8	226	45	1
226	8	226	52	1
226	8	226	53	2
226	8	226	56	1
226	8	226	57	1
226	8	226	58	1
226	8	226	65	6
226	9	35	2	2
226	9	39	16	12
226	9	39	21	1
226	9	106	2	3
226	9	106	8	5
226	9	106	9	1
226	9	106	10	10
226	9	106	12	4
226	9	106	21	1
226	9	106	22	1
226	9	106	29	1
226	9	106	33	1
226	9	123	13	1
226	9	136	6	2
226	9	136	9	3
226	9	136	10	4
226	9	136	12	17
226	9	154	8	1
226	9	154	14	2
226	9	177	13	1
226	9	177	25	2
226	9	177	28	4
226	9	177	40	3
226	9	177	47	11
226	9	177	62	1
226	9	177	72	2
226	9	203	0	23
226	9	226	3	418
226	9	226	4	1
226	9	226	5	2
226	9	226	8	8
226	9	226	10	9
226	9	226	11	16
226	9	226	12	1
226	9	226	13	1
226	9	226	15	5
226	9	226	16	60
226	9	226	18	37
226	9	226	19	9
226	9	226	20	4
226	9	226	21	4
226	9	226	23	6
226	9	226	25	1
226	9	226	26	60
226	9	226	28	28
226	9	226	29	1
226	9	226	30	4
226	9	226	31	6
226	9	226	34	2
226	9	226	35	30
226	9	226	36	62
226	9	226	37	1
226	9	226	40	1
226	9	226	41	31
226	9	226	45	43
226	9	226	46	3
226	9	226	47	1
226	9	226	48	2
226	9	226	49	1
226	9	226	50	1
226	9	226	52	2
226	9	226	53	3
226	9	226	54	2
226	9	226	55	1
226	9	226	56	1
226	9	226	57	6
226	9	226	60	1
226	9	226	62	1
226	9	226	65	68
226	9	226	66	1
226	9	226	69	2
226	9	226	70	4
226	9	226	71	1
226	9	226	72	1
226	9	226	73	13
226	9	226	74	2
226	9	226	76	3
226	9	226	77	1
226	9	247	1	2
226	9	247	2	14
226	9	247	4	3
226	9	247	6	1
226	10	39	16	1
226	10	106	2	2
226	10	106	8	1
226	10	106	12	1
226	10	136	7	1
226	10	136	9	1
226	10	136	10	1
226	10	136	12	2
226	10	177	47	1
226	10	203	0	2
226	10	226	3	27
226	10	226	5	1
226	10	226	8	2
226	10	226	9	9
226	10	226	11	5
226	10	226	16	4
226	10	226	17	1
226	10	226	18	5
226	10	226	19	1
226	10	226	23	1
226	10	226	26	2
226	10	226	28	1
226	10	226	34	1
226	10	226	35	20
226	10	226	36	3
226	10	226	41	4
226	10	226	45	3
226	10	226	48	3
226	10	226	52	1
226	10	226	53	2
226	10	226	54	1
226	10	226	55	1
226	10	226	57	1
226	10	226	65	4
226	10	226	68	1
226	10	226	73	4
226	10	226	74	1
226	10	247	1	1
226	10	247	2	1
226	11	39	16	1
226	11	106	10	4
226	11	106	12	4
226	11	136	1	1
226	11	136	12	2
226	11	177	25	1
226	11	203	0	2
226	11	226	2	1
226	11	226	3	172
226	11	226	5	2
226	11	226	7	1
226	11	226	8	7
226	11	226	9	16
226	11	226	10	5
226	11	226	16	29
226	11	226	18	2
226	11	226	19	2
226	11	226	21	3
226	11	226	23	4
226	11	226	25	1
226	11	226	26	16
226	11	226	28	7
226	11	226	29	3
226	11	226	30	4
226	11	226	34	1
226	11	226	35	11
226	11	226	36	30
226	11	226	41	4
226	11	226	43	2
226	11	226	45	4
226	11	226	46	3
226	11	226	48	1
226	11	226	50	2
226	11	226	52	1
226	11	226	53	5
226	11	226	57	1
226	11	226	60	1
226	11	226	65	10
226	11	226	67	1
226	11	226	69	5
226	11	226	71	2
226	11	226	72	1
226	11	226	73	3
226	11	226	74	3
226	11	247	2	1
226	12	177	13	1
226	12	177	47	1
226	12	226	3	16
226	12	226	9	1
226	12	226	16	7
226	12	226	20	1
226	12	226	26	1
226	12	226	36	1
226	12	226	40	1
226	12	226	48	1
226	12	226	52	1
226	12	226	53	2
226	12	226	65	2
226	12	226	73	1
226	13	226	3	5
226	13	226	4	1
226	13	226	9	1
226	13	226	16	10
226	13	226	23	2
226	13	226	28	1
226	14	226	3	2
226	15	106	1	1
226	15	106	8	1
226	15	123	13	1
226	15	203	0	1
226	15	226	3	30
226	15	226	5	1
226	15	226	8	1
226	15	226	9	5
226	15	226	16	2
226	15	226	25	1
226	15	226	26	7
226	15	226	29	1
226	15	226	30	1
226	15	226	35	2
226	15	226	36	10
226	15	226	37	1
226	15	226	43	1
226	15	226	45	1
226	15	226	52	1
226	15	226	55	1
226	15	226	65	2
226	16	39	6	1
226	16	39	16	9
226	16	106	2	1
226	16	106	7	1
226	16	106	8	3
226	16	106	10	4
226	16	106	12	2
226	16	106	33	2
226	16	123	8	2
226	16	123	13	16
226	16	136	2	1
226	16	136	3	1
226	16	136	7	2
226	16	136	9	4
226	16	136	10	1
226	16	136	11	1
226	16	136	12	12
226	16	136	13	1
226	16	154	8	1
226	16	154	14	2
226	16	177	13	1
226	16	177	17	1
226	16	177	40	1
226	16	177	47	10
226	16	203	0	13
226	16	226	3	397
226	16	226	4	8
226	16	226	5	1
226	16	226	7	3
226	16	226	8	1
226	16	226	9	60
226	16	226	10	4
226	16	226	11	29
226	16	226	12	7
226	16	226	13	10
226	16	226	15	2
226	16	226	17	1
226	16	226	18	8
226	16	226	19	3
226	16	226	20	3
226	16	226	21	1
226	16	226	23	51
226	16	226	25	3
226	16	226	26	15
226	16	226	27	5
226	16	226	28	52
226	16	226	29	3
226	16	226	30	8
226	16	226	32	1
226	16	226	33	1
226	16	226	34	6
226	16	226	35	27
226	16	226	36	73
226	16	226	37	1
226	16	226	41	8
226	16	226	42	3
226	16	226	44	1
226	16	226	45	33
226	16	226	46	3
226	16	226	47	1
226	16	226	48	6
226	16	226	49	1
226	16	226	52	2
226	16	226	53	4
226	16	226	54	3
226	16	226	56	9
226	16	226	57	7
226	16	226	60	2
226	16	226	62	2
226	16	226	65	58
226	16	226	67	2
226	16	226	69	17
226	16	226	70	3
226	16	226	71	1
226	16	226	73	35
226	16	226	74	13
226	16	226	76	1
226	16	226	77	2
226	16	247	1	3
226	16	247	2	14
